"id","class","cap.shape","cap.surface","cap.color","bruises","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.ring","stalk.surface.below.ring","stalk.color.above.ring","stalk.color.below.ring","veil.type","veil.color","ring.number","ring.type","spore.print.color","population","habitat"
"5737","p","x","y","b","f","y","a","c","n","p","e","b","s","k","p","w","p","n","o","e","n","c","u"
"5738","e","c","y","b","t","n","n","c","n","w","e","c","s","s","e","e","p","y","o","e","w","c","w"
"5739","p","f","y","u","f","l","f","c","b","w","e","b","k","k","b","w","u","w","t","p","r","v","g"
"5740","p","c","s","y","f","f","f","w","n","w","t","c","s","k","w","w","u","w","o","p","h","c","d"
"5741","p","x","f","b","t","f","f","c","b","r","e","b","f","s","y","w","p","w","o","p","h","y","p"
"5742","e","f","y","n","t","n","f","c","n","w","t","e","k","k","e","w","u","w","t","n","w","c","w"
"5743","p","b","g","n","t","f","f","c","b","k","e","b","y","y","g","g","p","o","b","l","h","a","g"
"5744","e","f","y","e","f","a","n","c","n","e","t","e","s","s","e","n","u","y","b","e","w","c","w"
"5745","p","x","s","w","f","n","n","d","b","b","e","u","s","s","p","w","u","y","t","z","o","v","d"
"5746","p","s","g","n","f","c","d","d","b","b","e","r","y","y","p","w","p","o","t","f","b","y","p"
"5747","p","f","y","g","f","f","f","c","b","h","e","e","k","k","p","n","u","w","o","n","k","v","p"
"5748","p","x","s","b","f","f","f","c","b","r","t","r","f","f","y","y","p","w","o","c","h","c","u"
"5749","e","k","y","g","f","n","f","w","n","n","e","c","k","k","w","w","p","w","o","p","w","v","u"
"5750","p","f","s","g","t","a","f","c","b","o","t","b","y","y","n","n","p","o","b","l","h","a","d"
"5751","p","k","s","w","f","f","f","w","n","w","t","z","f","s","w","w","u","w","o","p","r","v","d"
"5752","p","s","s","p","t","n","f","d","n","r","e","r","s","k","w","p","u","w","t","n","o","y","m"
"5753","p","c","f","b","t","p","a","w","b","p","e","b","f","s","w","w","p","n","o","p","r","c","u"
"5754","p","f","f","g","t","f","a","c","b","w","e","e","s","f","n","n","p","w","o","e","k","s","p"
"5755","e","b","f","r","t","y","a","c","b","o","e","b","f","s","w","g","p","w","b","e","h","c","g"
"5756","p","x","y","p","f","s","f","c","n","e","t","e","k","k","g","w","u","w","b","n","h","s","l"
"5757","p","f","y","g","f","a","f","c","b","e","e","e","k","k","b","n","u","w","b","n","h","v","g"
"5758","e","f","g","p","t","n","d","c","b","w","e","e","s","y","g","w","p","o","b","l","h","s","g"
"5759","p","f","f","n","f","f","f","c","b","b","t","r","f","s","w","g","p","w","o","e","h","s","g"
"5760","p","x","y","p","f","s","f","c","b","y","t","b","s","k","y","w","p","w","o","p","y","y","u"
"5761","p","f","s","p","f","l","f","w","b","g","t","z","s","s","w","b","u","w","o","p","n","v","g"
"5762","p","x","g","c","t","f","f","w","b","b","e","z","k","s","w","p","p","w","o","e","r","v","l"
"5763","p","x","g","w","t","f","d","d","b","r","t","b","y","y","c","w","p","o","t","p","h","v","u"
"5764","p","f","s","w","t","a","f","c","b","h","t","b","s","s","w","n","p","w","o","z","k","s","m"
"5765","e","k","y","w","f","p","f","w","n","g","t","z","k","k","w","w","p","w","o","n","w","v","p"
"5766","p","f","f","u","t","f","a","w","b","w","e","z","f","s","w","o","p","w","o","p","r","v","p"
"5767","p","k","s","w","f","f","f","c","b","w","t","z","s","s","w","w","p","y","o","p","r","v","d"
"5768","e","k","y","u","f","n","f","w","n","u","e","z","f","f","o","w","p","n","o","e","h","v","p"
"5769","p","s","y","n","t","s","a","c","n","b","e","b","f","f","p","p","p","n","o","e","o","v","m"
"5770","e","k","g","r","t","y","d","c","b","w","e","b","s","y","w","g","p","w","b","f","w","a","w"
"5771","p","s","y","e","f","f","f","d","n","r","t","c","k","k","p","p","p","w","o","p","o","v","d"
"5772","p","b","y","c","t","a","d","c","b","o","t","b","k","y","p","n","p","o","o","e","k","a","l"
"5773","p","x","s","b","t","f","d","c","b","p","e","b","y","f","g","g","p","w","b","l","h","s","u"
"5774","e","f","y","g","t","s","d","c","b","y","e","r","y","f","w","w","p","w","o","l","h","y","w"
"5775","p","x","s","r","f","c","f","d","n","u","e","u","s","s","w","c","u","y","t","z","b","v","l"
"5776","p","x","g","b","t","f","d","c","b","p","e","e","f","f","w","e","p","w","o","p","h","s","u"
"5777","e","s","y","b","f","c","n","w","n","r","e","r","s","s","w","n","p","y","o","e","b","y","d"
"5778","e","x","y","y","f","m","f","d","n","r","t","r","s","f","p","p","u","w","o","f","o","y","m"
"5779","p","x","f","b","t","y","f","c","b","w","t","b","f","f","g","w","p","n","b","p","h","a","u"
"5780","e","b","s","u","f","n","f","c","n","o","t","e","s","s","w","e","u","w","b","f","u","a","l"
"5781","p","k","y","r","f","y","f","w","b","w","e","z","k","y","o","o","p","w","o","f","r","v","l"
"5782","e","f","s","p","t","n","f","c","b","h","e","r","s","s","e","w","p","n","t","e","u","s","w"
"5783","p","x","y","p","t","n","f","d","n","r","e","b","s","s","w","b","u","w","o","p","n","v","m"
"5784","p","f","y","n","t","f","a","w","b","w","e","b","f","y","w","o","p","w","o","e","w","v","d"
"5785","p","f","y","y","f","f","f","c","b","h","t","e","k","k","p","p","u","w","b","p","h","s","g"
"5786","p","f","s","w","t","f","f","c","b","h","t","b","f","f","w","w","p","n","o","c","k","v","g"
"5787","p","f","g","b","t","y","d","c","b","h","e","b","y","y","g","g","p","w","b","l","h","s","m"
"5788","e","f","y","y","t","n","a","d","b","y","e","r","f","s","y","y","p","w","t","c","y","c","w"
"5789","p","c","g","p","t","n","f","w","b","p","e","c","y","s","w","w","p","w","t","p","n","v","g"
"5790","p","b","s","w","t","l","f","c","b","w","e","z","f","f","w","w","p","n","o","p","n","v","l"
"5791","p","b","y","r","f","s","d","c","n","k","e","b","s","k","e","e","p","o","b","e","u","v","w"
"5792","p","b","s","b","t","a","d","c","b","p","e","b","f","y","w","w","p","o","b","p","h","a","u"
"5793","p","c","y","y","f","l","n","c","n","p","e","c","k","k","p","b","p","y","o","l","n","y","u"
"5794","p","b","y","w","t","n","f","c","n","w","t","z","k","s","w","w","u","w","o","p","w","v","g"
"5795","e","x","f","c","t","c","f","w","b","w","e","b","f","f","c","c","p","n","o","e","b","v","l"
"5796","p","f","f","y","f","s","a","c","b","g","e","b","k","f","y","y","p","w","t","e","y","y","g"
"5797","p","f","y","y","f","l","f","c","b","p","e","b","k","k","p","b","p","w","o","n","h","c","p"
"5798","p","x","f","y","f","s","a","c","b","p","e","b","f","f","y","y","p","w","t","c","h","n","g"
"5799","p","x","s","g","t","f","f","c","b","h","t","b","s","y","w","w","p","o","b","p","h","s","u"
"5800","p","x","y","r","f","p","f","w","n","b","t","c","y","k","w","p","p","o","o","e","w","v","l"
"5801","p","x","y","y","f","n","f","c","n","n","t","c","k","k","b","b","u","w","o","e","n","c","d"
"5802","p","x","y","p","f","f","f","c","n","h","t","e","k","k","e","w","u","w","b","n","w","s","p"
"5803","p","f","f","w","t","f","f","c","b","k","e","b","f","f","n","w","p","w","o","p","k","s","g"
"5804","p","s","g","e","t","c","d","c","b","r","e","b","k","k","c","c","p","o","t","f","b","y","g"
"5805","e","c","f","n","f","n","d","w","n","p","e","b","s","y","w","w","p","o","o","e","w","v","l"
"5806","p","k","s","c","f","f","f","w","b","w","t","z","f","s","w","o","p","w","o","p","h","v","g"
"5807","p","k","s","r","f","f","n","d","n","r","t","r","f","s","w","y","u","y","t","p","h","v","l"
"5808","e","c","s","p","t","l","f","c","n","e","t","e","s","s","b","e","u","w","t","e","n","c","w"
"5809","p","x","s","b","t","c","f","c","b","y","t","b","s","y","c","w","p","w","o","f","b","s","m"
"5810","p","f","y","r","f","f","f","d","b","p","e","b","k","k","b","p","p","w","t","l","o","n","d"
"5811","p","x","y","n","t","c","f","c","n","b","e","r","s","k","c","p","p","w","t","l","b","v","d"
"5812","p","f","s","w","f","a","f","c","n","o","t","b","s","s","n","w","u","w","b","s","k","v","w"
"5813","p","b","f","g","t","a","a","c","b","k","t","b","s","s","n","n","p","w","o","e","k","a","l"
"5814","p","f","y","y","f","f","f","c","b","k","e","b","k","k","e","n","p","w","b","l","u","a","l"
"5815","e","f","s","w","f","y","n","w","n","w","t","b","s","s","g","g","p","w","b","s","h","a","l"
"5816","p","x","y","b","f","s","f","c","n","b","t","e","s","s","n","n","u","w","o","s","w","s","u"
"5817","e","k","g","w","t","f","f","w","b","w","e","z","s","y","w","o","p","w","o","e","w","c","w"
"5818","p","x","y","p","f","m","f","c","n","b","t","b","k","s","w","w","p","w","t","p","o","y","g"
"5819","p","f","y","c","f","l","f","w","b","w","t","z","s","f","b","w","p","w","o","p","n","v","g"
"5820","p","f","y","e","t","a","f","c","b","b","t","c","y","k","p","p","p","o","o","l","k","s","p"
"5821","e","x","g","n","t","a","f","c","b","w","e","e","y","y","e","e","p","o","b","e","k","c","g"
"5822","p","k","y","c","f","f","f","w","b","h","e","z","k","y","p","p","p","o","o","l","w","v","m"
"5823","p","x","f","n","t","f","a","c","b","b","e","u","f","f","w","p","p","w","t","c","h","v","p"
"5824","e","b","g","e","t","y","d","c","b","w","e","b","y","s","e","g","p","w","t","e","h","c","d"
"5825","p","f","s","p","f","a","f","c","n","p","e","e","s","s","b","n","p","w","o","s","h","s","d"
"5826","p","f","y","g","t","f","f","d","b","y","e","b","f","k","n","y","p","n","o","c","y","y","p"
"5827","e","f","s","n","f","s","n","c","n","e","t","u","s","s","y","w","u","y","t","e","w","n","g"
"5828","p","f","g","g","t","f","f","c","b","p","t","b","y","y","w","w","p","w","o","l","h","a","g"
"5829","e","k","f","w","t","n","f","c","b","w","e","z","s","f","w","w","p","w","t","e","w","v","l"
"5830","p","f","y","y","t","f","d","c","b","k","e","b","k","k","n","b","p","o","b","f","u","a","u"
"5831","p","b","y","r","f","f","f","c","b","w","t","b","k","f","g","g","p","w","o","p","h","s","g"
"5832","p","x","y","n","t","m","a","d","n","u","t","u","f","k","p","p","p","n","o","e","w","n","p"
"5833","p","c","f","y","t","f","a","c","b","p","e","c","k","f","b","n","p","w","o","l","r","c","u"
"5834","p","s","y","g","f","s","f","c","b","y","e","b","k","s","w","w","p","w","t","p","r","v","g"
"5835","p","f","y","n","f","n","f","c","n","e","t","e","k","s","p","e","u","w","b","p","w","v","d"
"5836","e","f","y","w","f","f","f","c","n","w","e","e","k","f","o","o","p","w","o","n","r","v","d"
"5837","e","x","y","e","t","p","f","w","n","p","e","c","s","f","w","w","p","w","o","e","r","y","d"
"5838","p","x","y","n","f","n","f","c","n","o","t","b","s","s","e","w","p","w","o","p","w","a","p"
"5839","p","s","s","p","f","m","n","c","b","p","t","r","f","s","w","w","p","y","o","s","h","s","d"
"5840","e","x","y","u","t","n","d","w","n","n","e","r","s","f","w","w","p","o","o","f","w","v","d"
"5841","p","f","f","w","t","n","a","c","b","k","e","b","f","s","w","e","p","w","b","e","r","v","p"
"5842","p","k","y","y","f","f","f","w","b","g","t","z","k","k","p","w","p","w","o","p","h","v","l"
"5843","p","b","s","g","t","f","a","c","b","o","e","b","f","f","w","g","p","n","b","c","h","a","g"
"5844","p","s","f","y","t","s","a","d","b","r","e","r","k","k","p","n","p","w","o","c","y","y","l"
"5845","p","c","y","b","f","f","f","w","n","h","e","b","k","k","p","p","p","w","o","p","h","v","g"
"5846","p","c","y","y","f","f","f","c","n","p","t","c","k","k","p","o","u","w","o","p","r","y","d"
"5847","p","x","s","u","f","m","n","d","n","p","t","u","f","f","p","p","u","y","o","p","h","s","g"
"5848","e","f","y","r","f","y","f","c","n","o","e","b","s","f","g","w","p","w","o","p","h","a","d"
"5849","p","f","s","w","f","f","n","c","n","w","t","c","s","s","b","b","u","y","o","s","n","c","g"
"5850","e","k","s","p","t","m","n","c","n","w","t","c","s","s","p","p","u","y","t","s","w","c","p"
"5851","p","x","y","w","t","s","d","d","b","b","e","e","y","k","p","y","p","w","o","f","y","v","m"
"5852","p","x","s","g","f","n","f","c","b","e","t","b","f","s","w","e","p","y","o","p","h","s","g"
"5853","p","x","y","c","f","s","f","c","b","g","t","b","k","k","p","y","u","w","t","l","y","n","w"
"5854","p","k","s","w","t","f","f","w","b","w","e","z","s","s","o","o","p","w","t","p","r","v","m"
"5855","p","x","y","n","f","f","f","c","n","u","t","r","s","k","c","c","u","y","o","z","b","v","d"
"5856","p","f","g","b","t","n","d","c","b","h","e","e","s","y","w","g","p","w","t","p","r","v","d"
"5857","p","s","g","y","t","p","f","c","b","p","t","c","k","s","w","p","u","y","o","z","w","c","p"
"5858","p","x","y","e","t","f","d","c","b","p","e","b","y","y","b","b","p","w","o","l","n","y","g"
"5859","e","x","f","w","t","n","a","c","b","o","e","b","f","s","e","e","p","n","b","e","w","a","w"
"5860","e","k","g","b","t","n","d","w","b","p","e","c","s","s","e","o","p","w","o","f","w","c","l"
"5861","p","k","y","n","f","p","n","w","n","g","t","z","s","s","p","w","p","y","o","s","w","v","u"
"5862","e","f","s","e","f","n","n","c","n","e","e","c","s","s","e","e","u","w","t","e","w","s","w"
"5863","p","k","s","b","t","p","a","w","b","w","e","b","f","f","w","w","p","w","o","c","r","v","m"
"5864","e","x","g","n","t","n","d","d","b","u","e","u","s","y","c","w","p","o","t","l","b","c","l"
"5865","p","x","y","w","f","y","f","w","n","g","t","z","s","s","o","p","u","y","o","e","r","v","d"
"5866","e","f","y","b","f","l","f","w","n","n","e","c","k","s","e","b","u","w","o","e","n","c","w"
"5867","p","x","s","g","f","c","n","d","n","u","t","b","f","s","w","w","p","n","b","c","h","s","u"
"5868","p","b","s","c","f","n","f","c","n","g","e","b","s","s","w","w","p","y","t","s","r","a","g"
"5869","p","b","y","n","f","s","f","c","n","b","t","b","k","k","g","g","u","w","b","e","h","v","m"
"5870","p","s","f","e","t","y","f","c","b","y","t","r","k","f","w","w","p","w","o","e","o","v","l"
"5871","p","b","y","u","f","f","f","c","n","h","t","b","k","k","b","b","p","w","b","n","h","a","g"
"5872","p","x","y","c","f","f","d","c","n","b","e","e","y","k","w","p","p","o","t","e","b","n","m"
"5873","p","x","y","n","t","p","a","c","b","b","e","z","k","k","w","w","p","w","o","c","w","v","d"
"5874","p","f","s","r","t","f","f","d","n","b","t","b","s","s","p","p","u","y","o","s","o","v","u"
"5875","e","c","s","p","f","l","n","w","b","w","e","c","s","s","b","b","u","y","t","s","n","c","p"
"5876","e","x","y","c","f","c","d","d","n","u","e","u","y","f","c","c","p","o","o","f","b","y","m"
"5877","p","f","g","y","f","f","d","w","b","p","e","c","k","y","b","b","p","w","o","f","h","c","p"
"5878","p","b","s","u","t","f","a","c","b","k","e","b","k","k","w","w","p","w","t","p","b","v","g"
"5879","p","x","y","n","f","s","f","d","n","r","t","r","k","k","c","p","u","w","t","n","b","y","l"
"5880","p","x","s","g","t","c","d","c","b","h","e","u","y","f","w","w","p","o","t","p","h","n","u"
"5881","p","x","f","b","t","l","a","c","b","h","t","z","f","f","w","b","p","n","o","p","h","v","l"
"5882","p","c","f","y","f","f","f","w","b","n","e","c","k","f","o","p","p","n","o","e","r","c","g"
"5883","p","b","f","n","t","y","f","c","b","r","e","b","s","s","w","g","p","n","t","e","h","v","g"
"5884","e","k","g","n","t","n","d","c","b","g","e","b","y","y","o","o","p","w","t","e","w","v","w"
"5885","p","x","s","c","f","l","f","w","n","g","t","z","k","s","w","b","u","y","o","z","n","v","w"
"5886","p","f","f","y","f","f","a","c","b","p","e","e","f","f","b","n","p","n","b","l","k","v","p"
"5887","e","x","y","b","t","m","f","c","b","u","e","u","s","k","p","p","p","w","t","n","o","n","w"
"5888","p","f","f","b","t","a","a","c","b","h","e","b","f","f","n","n","p","n","b","p","h","s","p"
"5889","p","f","y","u","t","f","f","c","n","k","t","b","f","k","e","w","p","w","o","p","h","v","u"
"5890","p","c","g","b","t","l","d","c","b","p","t","b","s","s","b","b","p","w","o","p","h","s","u"
"5891","p","f","g","y","f","f","d","c","b","e","e","b","y","k","e","e","p","o","o","f","h","s","d"
"5892","p","x","y","n","f","s","d","c","n","b","e","u","y","y","y","p","p","o","t","e","y","n","p"
"5893","p","c","s","g","f","l","n","w","b","p","t","b","s","f","w","b","u","y","o","z","h","v","d"
"5894","e","k","y","n","f","s","n","d","n","u","e","u","s","s","y","y","p","w","t","e","y","n","d"
"5895","e","x","s","e","t","n","f","c","b","w","e","b","s","f","g","e","p","n","t","c","h","c","l"
"5896","e","b","f","w","f","n","a","c","n","k","e","c","s","f","w","n","p","w","o","f","k","v","p"
"5897","p","c","s","b","t","f","f","c","n","p","t","b","s","s","o","o","u","w","o","z","r","c","u"
"5898","p","b","s","g","t","f","d","c","b","o","t","b","y","y","n","w","p","w","b","p","k","a","w"
"5899","e","f","s","e","f","y","f","c","n","e","t","e","s","s","w","g","u","w","b","p","h","c","u"
"5900","p","f","y","b","f","f","f","c","n","p","e","b","k","k","b","b","p","w","o","l","n","y","l"
"5901","p","x","y","n","f","s","a","c","n","o","t","b","f","f","p","w","p","n","o","e","h","a","g"
"5902","p","f","y","w","f","l","f","c","b","w","t","z","s","s","w","w","p","w","o","p","r","v","g"
"5903","p","f","s","u","f","f","n","c","n","w","t","b","s","k","b","o","u","y","o","l","r","v","d"
"5904","e","x","f","n","f","n","d","w","b","b","e","u","y","s","c","n","p","o","o","e","b","n","l"
"5905","p","f","y","y","f","a","f","c","n","e","t","e","k","k","n","n","u","w","o","l","k","s","d"
"5906","p","s","f","w","t","c","a","c","b","y","e","b","f","s","c","c","p","w","t","e","h","s","m"
"5907","e","k","f","r","t","f","a","c","b","w","e","z","s","f","o","o","p","n","t","e","w","v","p"
"5908","e","x","y","r","f","n","f","c","b","b","t","r","s","k","c","e","u","w","t","p","b","n","l"
"5909","p","s","y","p","t","s","f","d","b","y","t","b","k","k","y","w","p","w","t","p","y","v","g"
"5910","p","k","f","g","t","p","f","c","b","p","e","z","f","f","w","w","p","w","o","c","w","y","p"
"5911","p","k","s","u","f","f","f","w","b","w","t","z","s","f","w","o","u","w","o","p","h","s","w"
"5912","p","x","f","b","f","f","f","c","b","y","e","b","k","f","n","p","p","w","t","l","b","y","u"
"5913","p","c","s","w","t","p","n","w","b","p","t","b","s","s","w","w","p","y","o","p","h","s","l"
"5914","e","k","g","r","t","n","f","w","b","w","e","b","y","y","e","b","p","o","o","e","n","c","w"
"5915","e","c","f","p","t","p","f","w","b","p","e","c","s","f","w","w","p","n","t","e","w","c","g"
"5916","p","f","y","e","f","n","n","c","n","h","e","e","s","k","e","b","u","w","b","z","h","s","g"
"5917","e","f","y","r","t","n","f","c","b","e","e","b","k","k","e","e","u","w","t","e","u","c","u"
"5918","e","x","y","b","t","n","f","w","b","w","t","c","s","k","o","w","u","w","o","e","r","c","d"
"5919","p","s","s","g","t","f","f","c","n","y","t","r","s","f","c","c","u","w","t","p","h","y","p"
"5920","p","f","s","b","t","f","n","w","n","w","t","z","s","s","w","o","u","w","o","z","h","v","w"
"5921","p","k","y","w","t","f","f","w","b","w","e","b","y","y","b","p","p","o","o","l","r","v","p"
"5922","p","x","y","b","t","n","f","c","n","h","t","b","k","k","w","e","u","w","o","p","h","a","d"
"5923","p","f","f","w","t","s","a","d","b","h","e","u","f","s","y","w","p","n","t","e","h","v","d"
"5924","p","f","y","y","f","y","n","c","n","e","e","b","f","f","o","o","p","n","o","c","h","v","m"
"5925","p","f","y","y","f","f","a","c","b","p","e","b","k","f","e","p","p","w","b","e","h","s","d"
"5926","p","s","f","y","f","m","a","d","b","r","e","b","f","f","p","p","p","n","t","l","o","y","p"
"5927","p","f","y","g","f","f","f","w","b","n","t","c","k","k","b","n","p","w","o","l","w","c","u"
"5928","p","k","s","p","t","f","f","c","n","g","t","b","s","s","o","o","u","w","t","p","r","v","m"
"5929","p","b","f","n","t","f","a","c","n","k","e","b","s","s","g","w","p","n","b","e","w","v","g"
"5930","p","f","s","p","t","y","f","c","n","h","e","b","s","k","g","g","u","w","b","p","h","v","g"
"5931","e","k","f","n","t","n","a","c","b","w","e","c","s","s","w","w","p","n","t","e","w","v","w"
"5932","p","b","y","w","f","y","f","c","n","k","t","b","k","k","e","w","u","w","o","e","u","a","p"
"5933","p","x","y","c","f","m","n","d","n","b","t","u","s","s","p","p","u","w","o","s","w","n","p"
"5934","p","f","s","p","f","a","n","c","n","e","t","e","k","s","n","n","p","y","b","e","w","v","d"
"5935","p","k","s","r","t","l","n","c","b","w","t","z","s","s","w","w","p","y","o","s","h","s","w"
"5936","p","b","y","c","f","n","f","d","n","w","e","u","k","k","y","n","p","w","t","n","y","v","d"
"5937","p","x","s","g","t","f","a","d","b","w","e","b","f","f","w","w","p","w","t","e","o","v","u"
"5938","e","f","f","p","t","n","a","c","b","e","e","e","s","s","w","w","p","w","t","e","u","s","w"
"5939","e","k","y","w","t","n","f","c","n","e","t","r","s","s","w","w","p","w","t","e","w","c","m"
"5940","e","f","y","n","t","s","f","d","b","y","e","b","s","s","y","y","p","n","t","e","y","c","d"
"5941","p","b","y","p","t","p","f","c","b","g","t","c","s","k","w","w","u","w","o","p","r","c","m"
"5942","p","x","f","g","t","c","a","d","b","w","e","u","s","f","c","c","p","w","o","p","b","v","g"
"5943","p","x","s","g","f","f","f","w","b","p","t","z","s","s","w","w","u","y","o","p","h","v","u"
"5944","p","x","s","y","f","y","n","c","n","k","e","b","s","k","n","n","u","y","o","z","h","a","u"
"5945","p","f","y","e","t","s","f","c","b","b","e","c","k","y","p","w","p","o","b","e","u","v","p"
"5946","p","f","y","b","t","a","f","c","b","h","t","b","s","s","w","n","u","w","b","p","k","s","g"
"5947","p","c","f","g","t","f","f","c","b","h","t","e","k","k","g","g","u","w","b","n","h","s","u"
"5948","p","b","g","b","t","n","d","d","b","r","e","u","s","s","w","w","p","w","t","p","r","n","g"
"5949","e","s","y","w","f","s","n","c","n","r","t","r","s","f","w","y","u","y","t","f","h","y","p"
"5950","e","x","y","u","t","n","a","w","b","w","e","b","f","f","b","b","p","w","o","e","w","v","u"
"5951","p","b","f","c","f","f","a","c","b","p","e","b","f","f","n","n","p","n","b","l","h","a","l"
"5952","p","f","s","n","t","f","a","c","b","h","e","u","s","f","w","y","p","n","o","p","y","v","g"
"5953","p","f","y","y","f","f","f","c","b","h","t","e","k","k","g","p","u","w","b","l","h","s","g"
"5954","e","k","s","p","t","n","n","w","b","e","e","e","s","s","w","w","p","y","o","z","w","c","m"
"5955","p","f","f","y","t","m","f","d","b","h","e","b","f","f","p","p","p","w","t","c","o","y","l"
"5956","p","b","s","r","f","y","n","c","n","k","t","r","s","s","g","g","p","w","b","s","h","a","d"
"5957","p","c","g","y","t","s","d","w","b","b","t","c","k","y","p","w","p","o","o","l","w","c","p"
"5958","p","f","f","p","t","m","a","c","b","r","e","r","k","k","n","p","p","w","o","c","o","y","d"
"5959","p","b","y","y","f","f","a","c","b","o","e","b","f","f","n","b","p","w","o","c","u","y","p"
"5960","p","x","y","w","f","a","f","c","b","p","t","b","f","k","n","n","u","w","o","p","w","c","g"
"5961","p","f","y","n","f","y","n","c","n","b","t","e","s","s","g","g","u","y","b","e","h","v","w"
"5962","e","x","s","n","t","n","f","d","n","w","t","r","s","s","e","w","p","y","t","e","w","y","m"
"5963","e","k","y","u","f","n","f","w","n","g","t","b","k","k","w","o","u","w","o","e","r","v","l"
"5964","p","c","y","y","t","p","f","c","b","p","t","b","s","k","w","w","u","w","t","n","w","c","g"
"5965","p","x","g","n","f","n","f","d","b","u","e","b","k","y","w","p","p","w","t","f","w","v","p"
"5966","p","b","y","g","f","y","f","c","b","o","t","b","k","k","p","g","u","w","o","p","h","a","m"
"5967","p","x","f","r","t","s","a","c","b","u","e","c","f","k","y","w","p","w","t","e","w","n","m"
"5968","p","k","f","g","f","f","f","w","n","h","t","z","k","k","p","o","p","w","o","n","h","y","d"
"5969","p","k","f","u","t","l","a","c","b","p","e","b","f","k","b","b","p","n","o","l","h","v","d"
"5970","p","k","y","g","t","l","f","w","n","w","t","b","s","k","w","b","u","w","o","p","n","v","u"
"5971","e","x","y","r","f","a","f","c","n","u","t","b","k","k","n","w","p","o","t","f","h","y","d"
"5972","p","x","s","n","f","a","n","c","n","o","t","e","k","s","p","n","u","w","b","e","k","a","d"
"5973","p","f","s","p","t","n","f","d","b","g","e","u","s","s","p","p","p","w","t","p","o","v","m"
"5974","p","k","y","w","t","p","a","c","b","w","e","r","k","f","p","p","p","w","o","e","w","v","w"
"5975","p","f","s","b","t","l","f","c","b","w","e","z","s","s","w","b","p","o","o","f","n","v","g"
"5976","p","s","s","y","t","f","f","c","b","y","e","r","s","y","y","y","p","w","t","p","y","v","u"
"5977","e","x","s","e","f","n","n","c","b","e","e","u","s","s","w","w","p","y","t","e","y","c","p"
"5978","p","f","s","u","t","f","d","w","b","w","t","z","y","y","w","o","p","w","o","p","r","v","g"
"5979","e","k","f","c","f","n","f","w","n","g","t","b","k","k","w","w","p","w","o","p","w","v","l"
"5980","p","f","y","e","f","f","f","c","n","p","e","c","k","k","w","w","u","w","o","l","w","v","l"
"5981","e","f","s","w","f","n","f","d","n","w","t","b","s","f","y","y","p","y","t","f","h","n","l"
"5982","p","f","s","c","t","f","f","c","b","u","t","b","f","f","n","n","p","n","b","e","k","s","p"
"5983","p","f","f","w","t","m","a","c","b","b","e","u","f","f","w","w","p","w","t","e","r","v","l"
"5984","p","f","y","e","f","f","f","c","n","p","t","b","k","k","p","n","u","w","o","l","k","s","m"
"5985","p","f","s","g","t","f","f","c","b","h","e","b","y","f","y","y","p","w","t","p","y","s","g"
"5986","p","b","s","n","f","a","f","c","n","o","t","b","s","k","p","w","u","y","b","e","k","a","l"
"5987","p","x","y","n","f","m","f","c","b","b","t","b","k","k","p","p","p","w","t","p","o","n","p"
"5988","p","x","s","g","t","c","f","c","b","h","e","u","f","f","c","c","p","w","t","c","h","s","u"
"5989","p","f","s","n","t","f","a","c","b","h","e","b","s","f","w","w","p","w","b","e","h","s","m"
"5990","p","x","y","n","f","c","f","c","n","u","t","c","s","k","c","c","p","w","t","p","b","v","w"
"5991","p","f","f","e","t","m","d","d","b","r","e","r","k","k","p","n","p","o","t","l","h","y","l"
"5992","p","x","y","n","f","s","n","d","n","u","t","e","k","k","y","y","p","y","o","e","y","n","g"
"5993","p","s","g","e","t","s","d","d","b","r","e","r","y","y","y","w","p","o","t","p","r","v","p"
"5994","p","f","s","u","f","f","n","c","n","w","e","z","k","s","w","p","p","n","o","l","w","v","p"
"5995","p","x","g","e","f","y","d","c","n","b","e","r","y","s","w","p","p","w","o","f","y","n","l"
"5996","p","s","f","e","f","f","f","d","b","r","e","r","f","s","w","y","p","n","o","e","w","y","l"
"5997","e","x","g","b","t","m","f","c","b","u","e","u","s","y","w","w","p","o","t","l","w","c","w"
"5998","e","x","s","y","f","n","f","c","n","p","t","c","s","s","w","w","u","y","o","f","n","y","d"
"5999","p","s","s","e","t","f","a","d","b","p","e","r","f","f","y","w","p","w","o","p","h","y","m"
"6000","p","f","g","r","f","c","f","d","b","g","e","u","y","y","c","c","p","w","t","l","h","n","g"
"6001","p","s","f","e","f","f","a","d","b","r","e","r","f","f","p","p","p","w","o","e","w","y","m"
"6002","p","f","f","n","t","p","f","w","n","b","t","b","f","s","w","p","p","w","o","e","w","v","l"
"6003","p","c","y","y","f","f","a","w","b","b","t","c","s","f","w","p","p","n","o","e","w","v","d"
"6004","p","x","g","n","t","c","f","d","b","b","t","c","y","y","w","w","p","w","t","f","w","v","u"
"6005","p","f","y","n","f","f","n","d","n","b","t","e","s","s","c","c","p","w","t","s","w","n","u"
"6006","p","c","y","b","f","s","f","w","n","p","t","c","s","k","p","o","u","w","o","n","r","c","d"
"6007","p","k","s","c","f","p","n","w","n","b","t","r","k","s","p","p","u","w","o","e","w","v","u"
